  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally, Sta
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled,
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm],
2020,9,44089,  2020.7077,  411.17,   414.66,     410.92,   414.42,     411.17,   414.66, MLO
2020,10,44119,  2020.7896,  411.12,   414.71,     411.04,   414.61,     411.12,   414.71, MLO
2020,11,44150,  2020.8743,  412.89,   415.13,     412.58,   414.80,     412.89,   415.13, MLO
2020,12,44180,  2020.9563,  413.88,   414.80,     414.08,   414.98,     413.88,   414.80, MLO
2021,1,44211,  2021.0411,  415.15,   415.08,     415.24,   415.16,     415.15,   415.08, MLO
2021,2,44242,  2021.1260,  416.47,   415.69,     416.12,   415.33,     416.47,   415.69, MLO
2021,3,44270,  2021.2027,  417.10,   415.57,     417.03,   415.49,     417.10,   415.57, MLO
2021,4,44301,  2021.2877,  418.26,   415.50,     418.44,   415.66,     418.26,   415.50, MLO
2021,5,44331,  2021.3699,  418.95,   415.56,     419.22,   415.83,     418.95,   415.56, MLO
2021,6,44362,  2021.4548,  418.70,   416.12,     418.55,   416.00,     418.70,   416.12, MLO
2021,7,44392,  2021.5370,  416.66,   415.86,     416.94,   416.18,     416.66,   415.86, MLO
2021,8,44423,  2021.6219,  414.38,   415.93,     414.78,   416.36,     414.38,   415.93, MLO
2021,9,44454,  2021.7068,  412.93,   416.42,     413.05,   416.55,     412.93,   416.42, MLO
2021,10,44484,  2021.7890,  413.52,   417.13,     413.14,   416.73,     413.52,   417.13, MLO
2021,11,44515,  2021.8740,  414.81,   417.07,     414.69,   416.92,     414.81,   417.07, MLO
2021,12,44545,  2021.9562,  416.43,   417.35,     416.18,   417.09,     416.43,   417.35, MLO
2022,1,44576,  2022.0411,  418.01,   417.94,     417.33,   417.25,     418.01,   417.94, MLO
2022,2,44607,  2022.1260,  418.99,   418.21,     418.19,   417.40,     418.99,   418.21, MLO
2022,3,44635,  2022.2027,  418.45,   416.91,     419.09,   417.54,     418.45,   416.91, MLO
2022,4,44666,  2022.2877,  420.01,   417.24,     420.47,   417.69,     420.01,   417.24, MLO
2022,5,44696,  2022.3699,  420.78,   417.38,     421.24,   417.84,     420.78,   417.38, MLO
2022,6,44727,  2022.4548,  420.68,   418.10,     420.56,   418.01,     420.68,   418.10, MLO
2022,7,44757,  2022.5370,  418.71,   417.91,     418.94,   418.18,     418.71,   417.91, MLO
2022,8,44788,  2022.6219,  416.75,   418.30,     416.77,   418.36,     416.75,   418.30, MLO
2022,9,44819,  2022.7068,  415.42,   418.91,     415.04,   418.55,     415.42,   418.91, MLO
2022,10,44849,  2022.7890,  415.31,   418.93,     415.14,   418.74,     415.31,   418.93, MLO
2022,11,44880,  2022.8740,  417.03,   419.29,     416.71,   418.95,     417.03,   419.29, MLO
2022,12,44910,  2022.9562,  418.48,   419.40,     418.24,   419.15,     418.48,   419.40, MKO
2023,1,44941,  2023.0411,  419.23,   419.17,     419.44,   419.36,     419.23,   419.17, MKO
2023,2,44972,  2023.1260,  420.33,   419.56,     420.39,   419.59,     420.33,   419.56, MKO
2023,3,45000,  2023.2027,  420.51,   418.97,     421.37,   419.82,     420.51,   418.97, MLO
2023,4,45031,  2023.2877,  422.73,   419.96,     422.87,   420.08,     422.73,   419.96, MLO
2023,5,45061,  2023.3699,  423.78,   420.37,     423.76,   420.35,     423.78,   420.37, MLO
2023,6,45092,  2023.4548,  423.39,   420.81,     423.21,   420.65,     423.39,   420.81, MLO
2023,7,45122,  2023.5370,  421.62,   420.82,     421.71,   420.94,     421.62,   420.82, MLO
2023,8,45153,  2023.6219,  419.56,   421.11,     419.67,   421.26,     419.56,   421.11, MLO
2023,9,45184,  2023.7068,  418.06,   421.57,     418.06,   421.59,     418.06,   421.57, MLO
2023,10,45214,  2023.7890,  418.40,   422.03,     418.30,   421.91,     418.40,   422.03, MLO
2023,11,45245,  2023.8740,  420.12,   422.38,     420.00,   422.25,     420.12,   422.38, MLO
2023,12,45275,  2023.9562,  421.65,   422.57,     421.67,   422.57,     421.65,   422.57, MLO
2024,1,45306,  2024.0410,  422.62,   422.55,     422.99,   422.91,     422.62,   422.55, MLO
2024,2,45337,  2024.1257,  424.35,   423.57,     424.05,   423.26,     424.35,   423.57, MLO
